Date,Channel,Campaign Name,Ad Set Name,Ad Name,CPC,Spend,Impressions,Clicks,Conversions,Reach
2024-11-26,Facebook,Back to School,Set D,Ad 3,1.65,194.46,3638,337,89,4260
2024-11-26,LinkedIn,Retargeting,Set C,Ad 4,1.61,258.19,5394,361,49,7804
2024-11-26,TikTok,Summer Promo,Set C,Ad 5,0.63,33.61,8999,195,20,8867
2024-11-26,Instagram,Brand Awareness,Set A,Ad 5,0.5,64.54,4485,270,40,1494
2024-11-26,X,Summer Promo,Set A,Ad 5,1.48,154.89,1632,150,25,8283
2024-11-26,Google Organic,Holiday Sale,Set B,Ad 3,1.34,20.64,7149,69,82,9844
2024-11-27,Google,Brand Awareness,Set A,Ad 1,1.26,177.97,13678,86,44,5852
2024-11-27,Facebook,Back to School,Set D,Ad 5,1.66,144.57,14831,379,9,2021
2024-11-27,LinkedIn,Retargeting,Set B,Ad 1,1.68,62.5,7427,571,61,10145
2024-11-27,TikTok,Retargeting,Set B,Ad 5,1.21,235.17,4491,258,83,11271
2024-11-27,Instagram,Retargeting,Set D,Ad 5,0.95,238.53,4760,338,13,10181
2024-11-27,X,Back to School,Set B,Ad 1,0.63,263.99,7662,489,60,2357
2024-11-27,Google Organic,Brand Awareness,Set D,Ad 2,1.1,86.11,3609,453,98,8664
2024-11-28,Google,Retargeting,Set C,Ad 5,1.53,117.59,14307,274,62,8745
2024-11-28,Facebook,Summer Promo,Set D,Ad 3,0.78,128.05,6460,60,75,6007
2024-11-28,LinkedIn,Retargeting,Set B,Ad 3,0.58,272.62,6094,236,41,11340
2024-11-28,TikTok,Retargeting,Set C,Ad 1,1.86,24.5,12514,265,30,10815
2024-11-28,Instagram,Retargeting,Set D,Ad 4,1.57,150.66,1117,451,48,3399
2024-11-28,X,Summer Promo,Set D,Ad 3,0.65,142.03,12152,591,27,6773
2024-11-28,Google Organic,Brand Awareness,Set B,Ad 3,0.94,206.69,11452,590,99,2187
2024-11-29,Google,Back to School,Set B,Ad 4,1.28,112.32,11870,478,24,10053
2024-11-29,Facebook,Summer Promo,Set B,Ad 3,0.54,206.44,3001,579,82,8435
2024-11-29,LinkedIn,Holiday Sale,Set D,Ad 5,1.25,256.68,12481,479,12,4242
2024-11-29,TikTok,Retargeting,Set C,Ad 5,0.72,289.03,12278,495,49,10881
2024-11-29,Instagram,Summer Promo,Set C,Ad 3,1.55,41.25,14757,264,27,6139
2024-11-29,X,Summer Promo,Set C,Ad 3,1.02,289.9,5330,567,89,7955
2024-11-29,Google Organic,Retargeting,Set B,Ad 3,0.87,175.78,13667,132,11,9182
2024-11-30,Google,Retargeting,Set A,Ad 3,1.22,165.08,2740,554,47,4750
2024-11-30,Facebook,Holiday Sale,Set B,Ad 5,1.03,167.46,11413,398,13,4887
2024-11-30,LinkedIn,Back to School,Set A,Ad 1,1.36,254.81,9413,474,98,3293
2024-11-30,TikTok,Back to School,Set B,Ad 1,1.17,187.3,13198,552,35,11614
2024-11-30,Instagram,Retargeting,Set B,Ad 3,1.46,128.55,13883,406,50,1504
2024-11-30,X,Back to School,Set D,Ad 1,0.72,86.47,13293,354,19,1428
2024-11-30,Google Organic,Holiday Sale,Set B,Ad 5,1.61,175.48,7820,348,23,3488
2024-12-01,Google,Summer Promo,Set B,Ad 2,1.09,37.75,3982,506,8,6603
2024-12-01,Facebook,Holiday Sale,Set B,Ad 2,0.71,292.25,6669,600,83,8897
2024-12-01,LinkedIn,Summer Promo,Set D,Ad 1,0.63,272.52,14129,442,5,9491
2024-12-01,TikTok,Back to School,Set D,Ad 2,1.31,73.24,11201,329,66,7686
2024-12-01,Instagram,Retargeting,Set B,Ad 2,0.7,204.47,14957,90,6,6707
2024-12-01,X,Holiday Sale,Set D,Ad 4,1.67,165.95,3602,474,76,8173
2024-12-01,Google Organic,Retargeting,Set C,Ad 2,1.4,34.49,1502,138,82,2362
2024-12-02,Google,Back to School,Set A,Ad 1,1.28,135.37,7875,192,20,3532
2024-12-02,Facebook,Summer Promo,Set C,Ad 3,0.51,254.25,10040,97,19,9089
2024-12-02,LinkedIn,Brand Awareness,Set B,Ad 3,1.96,61.56,10770,267,56,5857
2024-12-02,TikTok,Retargeting,Set D,Ad 2,1.98,210.96,1822,570,31,2912
2024-12-02,Instagram,Retargeting,Set B,Ad 2,0.55,90.21,5574,261,54,4834
2024-12-02,X,Retargeting,Set C,Ad 4,0.69,261.47,6877,238,68,2604
2024-12-02,Google Organic,Back to School,Set C,Ad 4,0.87,282.46,11562,70,65,2508
2024-12-03,Google,Summer Promo,Set B,Ad 5,1.39,148.52,6269,328,48,2239
2024-12-03,Facebook,Holiday Sale,Set D,Ad 4,0.75,161.38,1621,475,17,6625
2024-12-03,LinkedIn,Retargeting,Set D,Ad 2,1.95,31.99,10248,383,46,3842
2024-12-03,TikTok,Brand Awareness,Set B,Ad 3,0.89,238.64,10881,186,64,10904
2024-12-03,Instagram,Retargeting,Set D,Ad 5,1.35,238.38,13942,429,94,5825
2024-12-03,X,Back to School,Set A,Ad 1,1.03,238.55,14644,393,91,4509
2024-12-03,Google Organic,Summer Promo,Set D,Ad 2,1.38,260.93,1737,354,81,4065
2024-12-04,Google,Holiday Sale,Set B,Ad 2,0.87,210.2,9512,403,65,4196
2024-12-04,Facebook,Retargeting,Set B,Ad 4,0.89,30.13,3808,350,89,8900
2024-12-04,LinkedIn,Back to School,Set A,Ad 5,1.07,168.52,2953,111,96,9343
2024-12-04,TikTok,Brand Awareness,Set C,Ad 4,1.57,287.28,1518,304,11,5604
2024-12-04,Instagram,Retargeting,Set C,Ad 4,1.64,51.86,3545,548,50,2792
2024-12-04,X,Brand Awareness,Set B,Ad 5,0.82,250.56,7395,182,73,5087
2024-12-04,Google Organic,Back to School,Set C,Ad 3,1.07,130.66,12132,443,27,5961
2024-12-05,Google,Brand Awareness,Set D,Ad 2,1.5,123.74,10069,346,61,1755
2024-12-05,Facebook,Holiday Sale,Set D,Ad 1,1.44,295.67,9514,94,58,6825
2024-12-05,LinkedIn,Brand Awareness,Set C,Ad 3,0.62,239.06,7029,430,63,617
2024-12-05,TikTok,Summer Promo,Set C,Ad 2,1.74,141.53,6877,481,6,5860
2024-12-05,Instagram,Back to School,Set A,Ad 5,1.6,151.59,6034,117,66,9691
2024-12-05,X,Holiday Sale,Set A,Ad 2,1.77,64.34,6209,341,42,7328
2024-12-05,Google Organic,Retargeting,Set C,Ad 5,0.61,66.56,10501,543,90,860
2024-12-06,Google,Summer Promo,Set A,Ad 2,0.9,171.45,8151,373,94,5925
2024-12-06,Facebook,Holiday Sale,Set A,Ad 5,0.97,221.81,5136,234,36,10904
2024-12-06,LinkedIn,Retargeting,Set C,Ad 5,0.8,106.55,10077,582,25,6892
2024-12-06,TikTok,Summer Promo,Set A,Ad 4,0.61,129.59,9794,79,56,11890
2024-12-06,Instagram,Summer Promo,Set D,Ad 2,1.92,185.87,12063,338,79,4690
2024-12-06,X,Brand Awareness,Set D,Ad 2,1.29,159.4,10824,66,49,9386
2024-12-06,Google Organic,Brand Awareness,Set C,Ad 3,1.59,266.92,6618,401,79,7412
2024-12-07,Google,Brand Awareness,Set D,Ad 4,1.3,171.89,12749,227,65,3976
2024-12-07,Facebook,Back to School,Set D,Ad 5,1.72,139.39,7049,175,24,11789
2024-12-07,LinkedIn,Brand Awareness,Set B,Ad 1,1.37,107.58,14711,488,85,6799
2024-12-07,TikTok,Brand Awareness,Set C,Ad 3,1.66,178.26,13371,507,25,10456
2024-12-07,Instagram,Brand Awareness,Set B,Ad 1,1.06,295.86,10663,94,35,9971
2024-12-07,X,Summer Promo,Set C,Ad 3,1.08,43.06,2122,94,19,2864
2024-12-07,Google Organic,Holiday Sale,Set C,Ad 5,1.44,167.51,10835,532,62,2995
2024-12-08,Google,Summer Promo,Set C,Ad 4,1.18,153.22,5357,61,32,6340
2024-12-08,Facebook,Brand Awareness,Set D,Ad 5,1.45,281.57,5268,54,91,7804
2024-12-08,LinkedIn,Retargeting,Set A,Ad 4,1.26,182.27,12924,421,59,7728
2024-12-08,TikTok,Back to School,Set C,Ad 3,1.28,110.32,11404,189,36,4160
2024-12-08,Instagram,Brand Awareness,Set A,Ad 5,0.88,188.85,7881,432,49,8822
2024-12-08,X,Back to School,Set D,Ad 1,1.0,288.57,2197,554,26,5332
2024-12-08,Google Organic,Brand Awareness,Set B,Ad 3,1.69,63.32,5301,311,33,10519
2024-12-09,Google,Back to School,Set B,Ad 4,1.13,148.61,4472,349,49,2310
2024-12-09,Facebook,Holiday Sale,Set B,Ad 2,1.84,44.61,5406,351,83,9156
2024-12-09,LinkedIn,Holiday Sale,Set D,Ad 2,1.29,296.86,7478,310,42,8154
2024-12-09,TikTok,Holiday Sale,Set B,Ad 1,1.5,213.57,9052,358,30,7522
2024-12-09,Instagram,Summer Promo,Set C,Ad 3,1.57,259.06,3720,261,20,9615
2024-12-09,X,Retargeting,Set D,Ad 3,1.78,204.41,13398,121,96,4800
2024-12-09,Google Organic,Holiday Sale,Set D,Ad 3,0.58,21.51,1263,425,50,6884
2024-12-10,Google,Retargeting,Set D,Ad 1,0.89,67.81,6353,226,28,6909
2024-12-10,Facebook,Back to School,Set A,Ad 4,1.69,295.29,8485,147,34,1761
2024-12-10,LinkedIn,Holiday Sale,Set C,Ad 5,1.24,79.32,2157,449,61,7733
2024-12-10,TikTok,Back to School,Set C,Ad 3,1.77,46.93,4447,149,37,3497
2024-12-10,Instagram,Brand Awareness,Set A,Ad 3,0.5,76.11,14297,455,32,9345
2024-12-10,X,Holiday Sale,Set C,Ad 3,1.51,284.01,3947,477,28,1564
2024-12-10,Google Organic,Holiday Sale,Set D,Ad 3,0.68,276.84,5304,245,38,10575
2024-12-11,Google,Holiday Sale,Set A,Ad 3,1.22,36.75,14446,508,18,3135
2024-12-11,Facebook,Holiday Sale,Set B,Ad 2,0.87,231.6,3235,562,99,6587
2024-12-11,LinkedIn,Retargeting,Set D,Ad 4,1.27,34.95,8114,345,79,633
2024-12-11,TikTok,Holiday Sale,Set A,Ad 1,0.68,156.92,14703,118,84,8373
2024-12-11,Instagram,Brand Awareness,Set C,Ad 2,0.65,81.67,4718,552,86,1711
2024-12-11,X,Brand Awareness,Set D,Ad 5,0.85,50.4,2370,122,84,4530
2024-12-11,Google Organic,Summer Promo,Set D,Ad 2,1.64,207.4,2221,171,29,6379
2024-12-12,Google,Holiday Sale,Set D,Ad 4,1.05,221.77,5804,56,100,2144
2024-12-12,Facebook,Back to School,Set D,Ad 5,1.92,271.21,12696,388,21,10004
2024-12-12,LinkedIn,Brand Awareness,Set D,Ad 3,1.18,248.8,4286,184,97,11881
2024-12-12,TikTok,Retargeting,Set B,Ad 2,1.3,144.95,9957,536,60,8906
2024-12-12,Instagram,Back to School,Set C,Ad 1,1.38,125.36,5744,326,24,11412
2024-12-12,X,Retargeting,Set C,Ad 5,1.31,164.48,12665,99,54,7578
2024-12-12,Google Organic,Brand Awareness,Set A,Ad 2,1.22,164.32,13545,510,47,4903
2024-12-13,Google,Retargeting,Set B,Ad 5,1.49,38.46,5282,218,72,2168
2024-12-13,Facebook,Summer Promo,Set D,Ad 5,1.57,136.93,1740,260,92,8638
2024-12-13,LinkedIn,Brand Awareness,Set B,Ad 5,0.93,124.81,7266,409,10,9707
2024-12-13,TikTok,Brand Awareness,Set B,Ad 2,0.53,26.01,4075,416,47,7595
2024-12-13,Instagram,Retargeting,Set D,Ad 2,1.9,258.75,6702,94,44,1950
2024-12-13,X,Retargeting,Set A,Ad 1,1.24,157.72,14331,205,29,2884
2024-12-13,Google Organic,Brand Awareness,Set A,Ad 1,1.37,224.5,1874,595,53,7583
2024-12-14,Google,Holiday Sale,Set C,Ad 3,0.5,61.68,7646,63,17,7977
2024-12-14,Facebook,Back to School,Set A,Ad 1,0.82,243.13,5810,173,43,6291
2024-12-14,LinkedIn,Retargeting,Set C,Ad 5,1.84,232.75,14409,546,30,11740
2024-12-14,TikTok,Holiday Sale,Set A,Ad 2,0.81,102.69,4431,207,72,6155
2024-12-14,Instagram,Brand Awareness,Set C,Ad 2,1.71,108.28,9492,555,83,8162
2024-12-14,X,Brand Awareness,Set D,Ad 1,1.55,79.83,4572,530,81,10281
2024-12-14,Google Organic,Brand Awareness,Set D,Ad 3,1.07,126.13,5282,440,87,1556
2024-12-15,Google,Summer Promo,Set A,Ad 2,0.96,112.04,10635,598,99,7562
2024-12-15,Facebook,Holiday Sale,Set C,Ad 1,0.84,98.23,2411,169,36,9047
2024-12-15,LinkedIn,Holiday Sale,Set D,Ad 5,1.45,241.34,13556,342,70,7186
2024-12-15,TikTok,Holiday Sale,Set A,Ad 1,1.13,280.29,12961,104,40,1971
2024-12-15,Instagram,Summer Promo,Set A,Ad 3,0.99,287.4,12862,105,76,739
2024-12-15,X,Back to School,Set A,Ad 4,1.11,61.1,8027,121,63,9773
2024-12-15,Google Organic,Retargeting,Set D,Ad 4,0.89,102.31,2588,404,75,1279
2024-12-16,Google,Holiday Sale,Set B,Ad 2,0.73,113.7,4780,312,49,747
2024-12-16,Facebook,Back to School,Set D,Ad 1,0.72,70.97,8407,375,39,9853
2024-12-16,LinkedIn,Summer Promo,Set A,Ad 3,1.51,113.41,6697,95,89,3095
2024-12-16,TikTok,Brand Awareness,Set D,Ad 5,1.79,230.25,4552,251,62,10818
2024-12-16,Instagram,Retargeting,Set B,Ad 5,1.47,123.18,7189,289,20,1500
2024-12-16,X,Retargeting,Set B,Ad 4,0.96,253.95,12258,213,33,10823
2024-12-16,Google Organic,Holiday Sale,Set D,Ad 1,2.0,42.47,13826,389,61,2383
2024-12-17,Google,Holiday Sale,Set B,Ad 4,1.65,104.21,1103,575,59,2274
2024-12-17,Facebook,Summer Promo,Set D,Ad 1,0.65,288.8,11138,309,40,11143
2024-12-17,LinkedIn,Back to School,Set C,Ad 2,1.23,288.57,10868,383,57,2600
2024-12-17,TikTok,Back to School,Set D,Ad 3,1.22,230.61,6655,404,92,3579
2024-12-17,Instagram,Summer Promo,Set D,Ad 1,0.92,130.96,9281,402,82,1181
2024-12-17,X,Back to School,Set D,Ad 1,1.78,254.08,7706,163,98,1805
2024-12-17,Google Organic,Holiday Sale,Set C,Ad 5,1.54,24.39,5647,249,22,7007
2024-12-18,Google,Summer Promo,Set A,Ad 1,0.95,248.05,12417,217,25,6870
2024-12-18,Facebook,Summer Promo,Set B,Ad 2,1.35,221.74,13731,522,20,5148
2024-12-18,LinkedIn,Brand Awareness,Set C,Ad 2,1.72,205.32,2751,108,74,3807
2024-12-18,TikTok,Back to School,Set C,Ad 2,0.51,241.73,7767,409,32,5445
2024-12-18,Instagram,Retargeting,Set C,Ad 1,0.53,252.39,5610,370,59,11556
2024-12-18,X,Retargeting,Set A,Ad 5,1.69,52.5,1865,222,17,1228
2024-12-18,Google Organic,Brand Awareness,Set A,Ad 5,1.23,262.41,5630,144,36,1655
2024-12-19,Google,Holiday Sale,Set C,Ad 2,1.14,291.99,5083,54,67,11963
2024-12-19,Facebook,Back to School,Set C,Ad 2,1.92,168.73,13572,296,98,9867
2024-12-19,LinkedIn,Summer Promo,Set C,Ad 4,0.88,231.26,2898,433,19,11034
2024-12-19,TikTok,Back to School,Set A,Ad 1,1.72,290.71,14251,194,5,2164
2024-12-19,Instagram,Holiday Sale,Set D,Ad 2,0.66,161.13,13332,352,94,5274
2024-12-19,X,Holiday Sale,Set B,Ad 1,1.83,61.24,7478,387,35,9047
2024-12-19,Google Organic,Summer Promo,Set A,Ad 5,0.58,122.66,13056,361,77,7295
2024-12-20,Google,Back to School,Set D,Ad 3,0.63,178.86,11547,563,87,10702
2024-12-20,Facebook,Brand Awareness,Set B,Ad 5,0.83,112.54,4198,60,15,3988
2024-12-20,LinkedIn,Back to School,Set B,Ad 3,1.49,46.9,10235,122,36,5315
2024-12-20,TikTok,Back to School,Set D,Ad 3,1.88,237.99,1640,539,98,2374
2024-12-20,Instagram,Back to School,Set D,Ad 4,1.67,128.15,13578,80,50,954
2024-12-20,X,Summer Promo,Set A,Ad 2,1.93,110.81,7697,133,5,2599
2024-12-20,Google Organic,Retargeting,Set B,Ad 3,1.95,30.73,12801,553,85,9905
2024-12-21,Google,Brand Awareness,Set D,Ad 1,0.67,43.69,13023,133,42,10818
2024-12-21,Facebook,Holiday Sale,Set D,Ad 4,0.82,34.73,14657,201,14,9012
2024-12-21,LinkedIn,Back to School,Set B,Ad 1,1.63,92.19,5608,317,58,932
2024-12-21,TikTok,Summer Promo,Set B,Ad 5,1.37,61.77,2908,186,76,6022
2024-12-21,Instagram,Holiday Sale,Set D,Ad 4,1.48,98.56,4693,209,60,9986
2024-12-21,X,Summer Promo,Set A,Ad 4,1.13,27.56,8545,191,5,10291
2024-12-21,Google Organic,Back to School,Set A,Ad 4,0.51,103.69,8398,425,95,2181
2024-12-22,Google,Brand Awareness,Set A,Ad 4,1.06,46.74,2898,295,47,1328
2024-12-22,Facebook,Back to School,Set B,Ad 4,0.76,158.36,10779,400,42,7608
2024-12-22,LinkedIn,Summer Promo,Set B,Ad 2,0.98,181.31,3040,513,79,4500
2024-12-22,TikTok,Holiday Sale,Set D,Ad 3,1.62,290.89,12487,112,8,7984
2024-12-22,Instagram,Summer Promo,Set A,Ad 1,1.84,287.64,11019,512,8,759
2024-12-22,X,Retargeting,Set A,Ad 3,1.22,259.24,9330,519,38,7627
2024-12-22,Google Organic,Back to School,Set A,Ad 5,0.7,242.35,8367,454,45,5529
2024-12-23,Google,Retargeting,Set C,Ad 2,1.55,31.65,14564,82,34,7152
2024-12-23,Facebook,Brand Awareness,Set C,Ad 4,0.7,80.78,5402,244,62,5833
2024-12-23,LinkedIn,Retargeting,Set C,Ad 2,1.98,161.66,9596,159,66,7283
2024-12-23,TikTok,Retargeting,Set C,Ad 4,0.97,290.59,11923,415,19,6141
2024-12-23,Instagram,Back to School,Set C,Ad 1,0.69,201.07,3344,273,49,9021
2024-12-23,X,Holiday Sale,Set D,Ad 4,0.95,168.69,13050,461,35,3536
2024-12-23,Google Organic,Brand Awareness,Set A,Ad 2,1.8,247.47,10350,59,74,8867
2024-12-24,Google,Summer Promo,Set B,Ad 2,0.75,287.21,12558,395,63,3781
2024-12-24,Facebook,Brand Awareness,Set A,Ad 5,0.51,175.81,9666,392,41,7487
2024-12-24,LinkedIn,Back to School,Set A,Ad 2,0.99,191.05,4682,591,63,6157
2024-12-24,TikTok,Retargeting,Set A,Ad 4,1.9,273.31,1937,481,86,10491
2024-12-24,Instagram,Holiday Sale,Set B,Ad 1,0.68,114.41,2486,574,10,2364
2024-12-24,X,Summer Promo,Set B,Ad 2,0.68,34.14,14629,53,46,6640
2024-12-24,Google Organic,Back to School,Set A,Ad 2,1.44,72.62,5697,262,5,10891
2024-12-25,Google,Holiday Sale,Set A,Ad 3,1.0,297.94,13445,408,58,6727
2024-12-25,Facebook,Brand Awareness,Set D,Ad 3,1.64,128.87,1054,575,53,10699
2024-12-25,LinkedIn,Brand Awareness,Set B,Ad 2,1.7,296.96,3450,454,88,8786
2024-12-25,TikTok,Summer Promo,Set D,Ad 5,0.63,153.28,13587,219,66,10351
2024-12-25,Instagram,Retargeting,Set A,Ad 2,1.25,33.65,5805,252,93,739
2024-12-25,X,Brand Awareness,Set D,Ad 3,1.07,286.23,1732,480,37,11155
2024-12-25,Google Organic,Back to School,Set B,Ad 3,1.31,223.35,2579,62,45,10629
2024-12-26,Google,Holiday Sale,Set C,Ad 2,1.32,148.76,11469,529,14,7997
2024-12-26,Facebook,Summer Promo,Set C,Ad 2,0.69,281.92,6498,154,79,6253
2024-12-26,LinkedIn,Retargeting,Set A,Ad 2,1.83,206.33,10748,549,42,1351
2024-12-26,TikTok,Holiday Sale,Set C,Ad 2,1.62,287.56,12658,262,85,10596
2024-12-26,Instagram,Summer Promo,Set C,Ad 2,1.39,285.53,2687,71,12,11156
2024-12-26,X,Back to School,Set B,Ad 1,1.03,283.1,13043,442,27,3520
2024-12-26,Google Organic,Holiday Sale,Set C,Ad 4,1.63,174.35,5356,140,97,6775
2024-12-27,Google,Retargeting,Set B,Ad 5,1.16,254.42,2697,541,61,10122
2024-12-27,Facebook,Back to School,Set C,Ad 4,1.85,204.91,9169,474,77,6894
2024-12-27,LinkedIn,Summer Promo,Set A,Ad 4,1.67,245.93,2061,532,23,10098
2024-12-27,TikTok,Holiday Sale,Set A,Ad 2,1.4,220.95,11106,286,74,7718
2024-12-27,Instagram,Holiday Sale,Set B,Ad 3,1.52,194.37,6416,550,87,1575
2024-12-27,X,Back to School,Set D,Ad 4,1.91,40.86,14054,223,98,3194
2024-12-27,Google Organic,Brand Awareness,Set C,Ad 3,0.97,267.36,10858,157,76,6833
2024-12-28,Google,Brand Awareness,Set A,Ad 5,1.81,143.86,12295,194,89,3917
2024-12-28,Facebook,Summer Promo,Set B,Ad 4,0.63,154.14,12055,452,69,7656
2024-12-28,LinkedIn,Holiday Sale,Set A,Ad 2,1.96,161.44,9865,550,84,11005
2024-12-28,TikTok,Holiday Sale,Set C,Ad 2,1.04,130.94,14711,385,63,965
2024-12-28,Instagram,Back to School,Set C,Ad 4,1.92,266.14,4264,430,91,6388
2024-12-28,X,Brand Awareness,Set D,Ad 1,0.53,236.19,5526,559,60,4259
2024-12-28,Google Organic,Retargeting,Set D,Ad 1,0.51,39.59,14226,119,69,645
2024-12-29,Google,Back to School,Set A,Ad 1,1.57,299.02,13455,373,30,6089
2024-12-29,Facebook,Retargeting,Set C,Ad 2,1.59,47.58,2906,133,42,2369
2024-12-29,LinkedIn,Retargeting,Set D,Ad 1,1.51,65.98,8435,117,44,11086
2024-12-29,TikTok,Brand Awareness,Set C,Ad 5,1.91,179.94,7039,245,66,9443
2024-12-29,Instagram,Holiday Sale,Set B,Ad 5,0.62,211.22,11979,485,91,4362
2024-12-29,X,Back to School,Set C,Ad 5,1.5,256.82,5136,179,17,10326
2024-12-29,Google Organic,Holiday Sale,Set C,Ad 5,1.78,268.9,5630,491,81,8392
2024-12-30,Google,Summer Promo,Set B,Ad 4,1.24,150.3,11511,372,73,10429
2024-12-30,Facebook,Brand Awareness,Set D,Ad 3,0.58,121.93,2278,210,12,2294
2024-12-30,LinkedIn,Summer Promo,Set B,Ad 4,1.32,208.47,6549,403,79,4693
2024-12-30,TikTok,Brand Awareness,Set D,Ad 4,1.01,43.34,3096,313,55,8261
2024-12-30,Instagram,Brand Awareness,Set B,Ad 1,0.88,105.07,7740,455,7,1837
2024-12-30,X,Retargeting,Set C,Ad 5,0.92,48.94,9801,374,16,7854
2024-12-30,Google Organic,Retargeting,Set D,Ad 4,1.89,96.33,10872,435,82,2141
2024-12-31,Google,Holiday Sale,Set D,Ad 3,1.42,41.52,4326,188,52,4669
2024-12-31,Facebook,Summer Promo,Set C,Ad 5,1.37,59.42,2028,499,64,3798
2024-12-31,LinkedIn,Holiday Sale,Set B,Ad 3,0.72,77.24,1791,211,91,11270
2024-12-31,TikTok,Holiday Sale,Set D,Ad 4,1.46,265.11,6654,229,30,7407
2024-12-31,Instagram,Summer Promo,Set D,Ad 5,0.67,121.41,11103,92,24,9565
2024-12-31,X,Summer Promo,Set A,Ad 3,1.61,284.36,12051,125,91,4016
2024-12-31,Google Organic,Brand Awareness,Set D,Ad 2,1.0,185.61,6192,106,86,7938
2025-01-01,Google,Holiday Sale,Set C,Ad 3,1.35,103.76,1099,189,16,9934
2025-01-01,Facebook,Holiday Sale,Set D,Ad 1,1.29,195.92,10584,356,92,11522
2025-01-01,LinkedIn,Back to School,Set B,Ad 3,1.24,214.75,2563,571,13,7869
2025-01-01,TikTok,Brand Awareness,Set B,Ad 1,1.2,280.19,3152,258,10,679
2025-01-01,Instagram,Summer Promo,Set A,Ad 5,1.85,283.58,13327,90,32,7203
2025-01-01,X,Summer Promo,Set C,Ad 2,0.67,123.53,12169,180,41,10487
2025-01-01,Google Organic,Summer Promo,Set A,Ad 5,0.57,200.07,11512,67,86,2618
2025-01-02,Google,Holiday Sale,Set B,Ad 5,1.49,172.25,10606,170,54,2127
2025-01-02,Facebook,Brand Awareness,Set A,Ad 5,1.14,177.25,7035,382,89,8393
2025-01-02,LinkedIn,Brand Awareness,Set D,Ad 5,1.03,122.53,9486,162,60,2060
2025-01-02,TikTok,Holiday Sale,Set C,Ad 2,1.34,33.94,4587,308,12,7849
2025-01-02,Instagram,Summer Promo,Set C,Ad 2,0.66,49.89,12895,522,9,6223
2025-01-02,X,Brand Awareness,Set B,Ad 5,1.46,260.5,11778,378,82,3661
2025-01-02,Google Organic,Back to School,Set D,Ad 3,1.07,155.79,3187,211,70,9296
2025-01-03,Google,Holiday Sale,Set D,Ad 1,1.93,280.89,3449,127,79,4948
2025-01-03,Facebook,Brand Awareness,Set B,Ad 2,1.44,236.09,1818,479,33,806
2025-01-03,LinkedIn,Holiday Sale,Set D,Ad 2,1.2,277.03,14803,462,67,10155
2025-01-03,TikTok,Retargeting,Set B,Ad 3,1.19,102.64,13428,126,88,558
2025-01-03,Instagram,Brand Awareness,Set C,Ad 4,1.21,140.62,14918,85,61,2618
2025-01-03,X,Holiday Sale,Set C,Ad 2,1.02,179.27,11709,482,26,3252
2025-01-03,Google Organic,Retargeting,Set A,Ad 4,1.55,137.29,4264,396,58,10376
2025-01-04,Google,Brand Awareness,Set D,Ad 5,0.71,198.13,11420,476,82,10067
2025-01-04,Facebook,Brand Awareness,Set B,Ad 4,1.0,220.89,9634,290,84,5133
2025-01-04,LinkedIn,Retargeting,Set C,Ad 4,0.59,124.75,13463,552,16,569
2025-01-04,TikTok,Retargeting,Set B,Ad 3,0.84,171.94,10166,399,47,6568
2025-01-04,Instagram,Retargeting,Set D,Ad 1,1.71,50.75,14903,72,70,4903
2025-01-04,X,Retargeting,Set B,Ad 4,1.91,50.2,7058,148,52,7545
2025-01-04,Google Organic,Brand Awareness,Set D,Ad 4,1.72,97.27,9203,281,66,4152
2025-01-05,Google,Brand Awareness,Set A,Ad 1,1.65,229.82,10242,325,64,8054
2025-01-05,Facebook,Back to School,Set C,Ad 2,1.04,63.95,14442,515,97,9005
2025-01-05,LinkedIn,Retargeting,Set B,Ad 3,0.59,95.84,5710,140,78,7671
2025-01-05,TikTok,Back to School,Set D,Ad 2,1.27,29.49,1958,162,10,8396
2025-01-05,Instagram,Brand Awareness,Set D,Ad 5,1.44,25.53,3066,138,40,9271
2025-01-05,X,Summer Promo,Set D,Ad 3,1.29,77.82,2706,247,17,11300
2025-01-05,Google Organic,Summer Promo,Set D,Ad 5,0.57,149.77,11666,323,40,11817
2025-01-06,Google,Summer Promo,Set B,Ad 4,1.94,140.36,1113,575,27,5068
2025-01-06,Facebook,Back to School,Set D,Ad 5,1.04,49.04,12972,351,27,11999
2025-01-06,LinkedIn,Brand Awareness,Set B,Ad 3,1.03,265.69,6104,400,37,4391
2025-01-06,TikTok,Back to School,Set B,Ad 1,1.53,182.3,12210,127,19,11205
2025-01-06,Instagram,Summer Promo,Set A,Ad 4,0.8,95.39,8236,582,61,8461
2025-01-06,X,Brand Awareness,Set C,Ad 1,0.82,62.25,2492,468,7,9062
2025-01-06,Google Organic,Summer Promo,Set A,Ad 5,1.57,98.39,5531,175,33,5351
2025-01-07,Google,Brand Awareness,Set A,Ad 1,1.12,131.85,5000,290,70,5472
2025-01-07,Facebook,Back to School,Set C,Ad 3,1.1,73.08,12680,164,80,2561
2025-01-07,LinkedIn,Summer Promo,Set C,Ad 4,1.37,85.32,10578,377,70,7608
2025-01-07,TikTok,Back to School,Set B,Ad 1,1.36,124.94,6554,511,21,6055
2025-01-07,Instagram,Back to School,Set D,Ad 3,1.43,35.55,6532,252,17,8249
2025-01-07,X,Holiday Sale,Set A,Ad 4,1.55,131.25,3783,281,34,2321
