Date,Country,City,Sessions,Users,Pageviews,BounceRate,AvgSessionDuration,Source,Medium,Device,Browser
2024-06-20,Brazil,São Paulo,558,308,1333,0.34,253,email,organic,Mobile,Chrome
2024-06-20,South Africa,Cape Town,628,488,1096,0.61,252,direct,social,Tablet,Chrome
2024-06-20,Canada,Toronto,934,892,2216,0.49,204,email,referral,Tablet,Edge
2024-06-20,France,Paris,930,373,1417,0.69,110,google,email,Desktop,Safari
2024-06-20,Canada,Toronto,434,545,1827,0.49,210,facebook,cpc,Mobile,Firefox
2024-06-20,Australia,Sydney,932,586,2416,0.5,229,tiktok,email,Mobile,Brave
2024-06-20,Brazil,São Paulo,624,668,1360,0.44,92,direct,organic,Desktop,Safari
2024-06-19,USA,Los Angeles,899,691,1790,0.35,85,tiktok,referral,Tablet,Opera
2024-06-19,Australia,Sydney,894,863,1045,0.52,171,direct,referral,Tablet,Opera
2024-06-19,France,Paris,440,868,2445,0.58,142,linkedin,email,Tablet,Brave
2024-06-19,India,Mumbai,661,600,1397,0.52,168,linkedin,organic,Desktop,Safari
2024-06-19,Brazil,São Paulo,917,441,1952,0.67,200,facebook,referral,Desktop,Safari
2024-06-19,South Africa,Cape Town,395,554,1548,0.4,120,email,cpc,Tablet,Chrome
2024-06-19,Australia,Sydney,709,306,2556,0.43,150,instagram,organic,Mobile,Safari
2024-06-19,Australia,Sydney,518,411,2488,0.3,164,email,referral,Tablet,Brave
2024-06-19,Canada,Toronto,670,278,2904,0.56,72,tiktok,email,Tablet,Opera
2024-06-19,USA,New York,376,862,2797,0.36,255,linkedin,referral,Mobile,Opera
2024-06-18,India,Mumbai,989,389,1325,0.6,157,linkedin,organic,Mobile,Edge
2024-06-18,Germany,Berlin,695,354,2817,0.38,164,direct,referral,Mobile,Safari
2024-06-18,India,Mumbai,810,727,2615,0.35,141,tiktok,email,Tablet,Brave
2024-06-18,Germany,Berlin,706,731,2036,0.37,144,linkedin,cpc,Tablet,Firefox
2024-06-18,France,Paris,319,827,2957,0.31,175,email,cpc,Desktop,Chrome
2024-06-18,France,Paris,905,396,2823,0.32,103,email,social,Tablet,Safari
2024-06-18,South Africa,Cape Town,903,364,2947,0.56,267,email,cpc,Tablet,Brave
2024-06-18,Germany,Berlin,666,403,1668,0.41,105,direct,social,Desktop,Opera
2024-06-18,Australia,Sydney,862,290,2353,0.53,156,email,referral,Desktop,Firefox
2024-06-18,France,Paris,513,774,1202,0.52,236,instagram,referral,Desktop,Opera
2024-06-17,Canada,Toronto,309,503,1873,0.46,165,email,social,Tablet,Brave
2024-06-17,India,Mumbai,867,736,2472,0.59,203,email,email,Tablet,Safari
2024-06-17,India,Mumbai,861,589,2294,0.51,191,email,email,Tablet,Brave
2024-06-17,India,Mumbai,820,827,1684,0.65,221,facebook,email,Mobile,Brave
2024-06-17,UK,London,452,656,2458,0.32,209,linkedin,organic,Tablet,Chrome
2024-06-17,India,Mumbai,334,698,1774,0.66,124,tiktok,social,Mobile,Firefox
2024-06-17,USA,Los Angeles,349,303,1976,0.35,238,direct,cpc,Desktop,Safari
2024-06-17,Canada,Toronto,985,573,1657,0.54,246,direct,social,Desktop,Safari
2024-06-17,Australia,Sydney,676,258,2681,0.67,99,instagram,email,Desktop,Safari
2024-06-17,South Africa,Cape Town,493,292,1002,0.63,133,facebook,referral,Tablet,Chrome
2024-06-16,Canada,Toronto,965,739,1859,0.41,181,google,organic,Desktop,Chrome
2024-06-16,Brazil,São Paulo,512,741,1262,0.51,131,instagram,email,Desktop,Safari
2024-06-16,France,Paris,512,854,2183,0.57,107,direct,social,Desktop,Brave
2024-06-16,India,Mumbai,775,370,2981,0.34,173,facebook,cpc,Desktop,Brave
2024-06-16,UK,London,666,336,2189,0.67,226,instagram,referral,Desktop,Firefox
2024-06-16,France,Paris,479,801,1271,0.62,176,instagram,email,Mobile,Edge
2024-06-16,Canada,Toronto,877,743,1817,0.36,230,tiktok,cpc,Desktop,Brave
2024-06-16,South Africa,Cape Town,392,458,2009,0.37,166,email,referral,Tablet,Safari
2024-06-16,Australia,Sydney,420,365,1350,0.57,180,direct,cpc,Mobile,Edge
2024-06-16,Canada,Toronto,630,421,1687,0.42,192,tiktok,referral,Mobile,Brave
2024-06-15,USA,Los Angeles,696,596,1030,0.69,116,direct,email,Mobile,Opera
2024-06-15,India,Mumbai,728,579,1641,0.54,206,linkedin,referral,Tablet,Safari
2024-06-15,UK,London,351,628,1765,0.3,130,google,social,Mobile,Safari
2024-06-15,South Africa,Cape Town,750,381,1353,0.61,134,direct,cpc,Mobile,Opera
2024-06-15,USA,Los Angeles,482,454,1489,0.52,211,google,cpc,Desktop,Opera
2024-06-15,South Africa,Cape Town,339,350,2042,0.51,216,facebook,email,Mobile,Edge
2024-06-15,USA,Los Angeles,448,823,2630,0.54,60,direct,organic,Desktop,Chrome
2024-06-15,Germany,Berlin,666,568,1319,0.58,82,linkedin,referral,Desktop,Firefox
2024-06-15,Australia,Sydney,540,441,2999,0.48,294,email,email,Desktop,Chrome
2024-06-15,Brazil,São Paulo,583,891,1822,0.68,106,facebook,social,Desktop,Chrome
2024-06-14,UK,London,407,306,2809,0.69,139,direct,cpc,Desktop,Chrome
2024-06-14,USA,New York,330,704,2578,0.5,285,google,email,Tablet,Firefox
2024-06-14,Brazil,São Paulo,403,329,1311,0.42,282,instagram,organic,Tablet,Firefox
2024-06-14,UK,London,890,310,2089,0.64,256,email,email,Tablet,Edge
2024-06-14,India,Mumbai,531,868,1302,0.69,222,tiktok,cpc,Mobile,Edge
2024-06-14,France,Paris,982,283,1040,0.48,261,direct,social,Mobile,Safari
2024-06-14,France,Paris,920,373,1659,0.39,114,google,cpc,Desktop,Chrome
2024-06-14,USA,New York,376,821,1155,0.64,188,google,email,Desktop,Chrome
2024-06-14,Germany,Berlin,505,571,2777,0.36,157,direct,cpc,Tablet,Brave
2024-06-14,UK,London,503,877,2528,0.67,137,email,cpc,Mobile,Safari
2024-06-13,UK,London,908,556,1409,0.56,227,instagram,social,Mobile,Safari
2024-06-13,USA,Los Angeles,440,379,1899,0.47,183,direct,email,Mobile,Edge
2024-06-13,UK,London,459,458,2862,0.6,284,google,cpc,Mobile,Brave
2024-06-13,Australia,Sydney,570,849,2797,0.52,165,tiktok,cpc,Mobile,Safari
2024-06-13,India,Mumbai,843,847,1303,0.35,277,email,email,Desktop,Opera
2024-06-13,Brazil,São Paulo,675,565,2937,0.32,291,email,cpc,Desktop,Firefox
2024-06-13,USA,Los Angeles,892,577,2984,0.54,92,google,referral,Desktop,Edge
2024-06-13,South Africa,Cape Town,548,293,1642,0.61,173,linkedin,email,Tablet,Edge
2024-06-13,Australia,Sydney,304,693,2138,0.42,105,instagram,cpc,Mobile,Opera
2024-06-13,USA,Los Angeles,736,454,1730,0.34,201,direct,organic,Mobile,Brave
2024-06-12,UK,London,845,480,1164,0.4,160,google,social,Tablet,Firefox
2024-06-12,USA,New York,389,320,1782,0.38,65,google,referral,Mobile,Firefox
2024-06-12,Australia,Sydney,412,892,1942,0.58,160,facebook,email,Desktop,Firefox
2024-06-12,Canada,Toronto,418,773,2699,0.68,278,instagram,cpc,Mobile,Firefox
2024-06-12,South Africa,Cape Town,964,785,1380,0.59,272,direct,referral,Desktop,Safari
2024-06-12,Canada,Toronto,886,796,2293,0.44,122,instagram,email,Mobile,Safari
2024-06-12,USA,New York,909,858,1628,0.49,224,facebook,email,Tablet,Edge
2024-06-12,Germany,Berlin,579,562,1084,0.54,163,facebook,cpc,Mobile,Firefox
2024-06-12,Australia,Sydney,618,342,2253,0.69,207,facebook,cpc,Mobile,Opera
2024-06-12,UK,London,739,786,1680,0.35,93,google,email,Desktop,Opera
2024-06-11,Canada,Toronto,447,612,1651,0.45,254,email,social,Desktop,Firefox
2024-06-11,India,Mumbai,942,584,2330,0.64,117,facebook,organic,Tablet,Opera
2024-06-11,South Africa,Cape Town,813,674,2029,0.66,278,linkedin,organic,Desktop,Edge
2024-06-11,Australia,Sydney,862,885,2878,0.35,87,linkedin,referral,Desktop,Chrome
2024-06-11,Australia,Sydney,767,703,2600,0.48,160,linkedin,cpc,Tablet,Opera
2024-06-11,Brazil,São Paulo,426,554,2447,0.51,141,linkedin,social,Desktop,Brave
2024-06-11,Germany,Berlin,877,299,1843,0.36,142,tiktok,cpc,Desktop,Opera
2024-06-11,UK,London,901,512,2774,0.45,105,direct,email,Mobile,Firefox
2024-06-11,Australia,Sydney,687,522,2640,0.65,172,direct,referral,Tablet,Safari
2024-06-11,UK,London,999,418,1880,0.39,94,facebook,organic,Mobile,Chrome
2024-06-10,Germany,Berlin,364,371,2904,0.51,145,tiktok,cpc,Desktop,Opera
2024-06-10,USA,New York,646,590,2137,0.35,155,direct,referral,Desktop,Opera
2024-06-10,Canada,Toronto,610,501,1360,0.56,196,instagram,cpc,Tablet,Edge
2024-06-10,Germany,Berlin,767,263,2353,0.4,155,instagram,email,Desktop,Firefox
2024-06-10,USA,New York,351,309,1641,0.54,101,direct,social,Desktop,Safari
2024-06-10,UK,London,676,312,2691,0.35,176,google,organic,Tablet,Edge
2024-06-10,USA,New York,437,454,2550,0.33,269,email,social,Mobile,Safari
2024-06-10,France,Paris,486,299,2454,0.48,148,email,organic,Desktop,Firefox
2024-06-10,USA,New York,773,824,2163,0.48,120,tiktok,referral,Mobile,Opera
2024-06-10,Australia,Sydney,689,591,1730,0.69,156,tiktok,cpc,Tablet,Safari
2024-06-09,Canada,Toronto,315,846,2564,0.49,133,direct,cpc,Tablet,Firefox
2024-06-09,USA,Los Angeles,841,499,1930,0.39,63,instagram,referral,Tablet,Safari
2024-06-09,South Africa,Cape Town,411,626,1971,0.64,157,direct,email,Mobile,Brave
2024-06-09,USA,Los Angeles,798,744,1380,0.43,153,facebook,cpc,Mobile,Edge
2024-06-09,Australia,Sydney,572,294,1793,0.52,82,facebook,social,Mobile,Chrome
2024-06-09,UK,London,686,523,1306,0.52,62,direct,referral,Mobile,Firefox
2024-06-09,India,Mumbai,424,708,2854,0.4,227,email,organic,Mobile,Edge
2024-06-09,Brazil,São Paulo,313,682,1857,0.41,111,instagram,cpc,Mobile,Edge
2024-06-09,India,Mumbai,559,630,2787,0.51,125,google,email,Mobile,Safari
2024-06-09,Brazil,São Paulo,743,809,2411,0.39,97,facebook,email,Mobile,Firefox
2024-06-08,France,Paris,717,845,1093,0.36,75,tiktok,social,Desktop,Firefox
2024-06-08,USA,Los Angeles,801,845,2443,0.61,278,email,organic,Desktop,Safari
2024-06-08,Brazil,São Paulo,374,539,1767,0.35,228,direct,social,Mobile,Firefox
2024-06-08,USA,New York,782,478,1442,0.64,195,instagram,social,Desktop,Firefox
2024-06-08,Brazil,São Paulo,302,640,1578,0.37,98,email,referral,Mobile,Firefox
2024-06-08,Canada,Toronto,934,520,2809,0.37,243,tiktok,social,Tablet,Edge
2024-06-08,South Africa,Cape Town,397,609,2684,0.57,197,direct,organic,Mobile,Edge
2024-06-08,Australia,Sydney,417,271,2139,0.48,181,email,organic,Tablet,Edge
2024-06-08,India,Mumbai,317,527,2245,0.64,155,linkedin,referral,Tablet,Edge
2024-06-08,UK,London,345,458,1761,0.52,274,direct,referral,Tablet,Chrome
2024-06-07,Germany,Berlin,803,458,1952,0.49,87,linkedin,organic,Mobile,Edge
2024-06-07,France,Paris,582,413,1938,0.49,288,facebook,email,Desktop,Chrome
2024-06-07,Germany,Berlin,541,343,2646,0.58,83,facebook,referral,Tablet,Safari
2024-06-07,South Africa,Cape Town,770,252,1641,0.61,65,facebook,cpc,Desktop,Brave
2024-06-07,Canada,Toronto,548,348,2937,0.32,78,instagram,referral,Tablet,Safari
2024-06-07,Brazil,São Paulo,741,889,1947,0.56,236,google,social,Tablet,Firefox
2024-06-07,Australia,Sydney,498,636,1905,0.64,253,google,organic,Mobile,Firefox
2024-06-07,India,Mumbai,898,887,2796,0.68,125,facebook,referral,Tablet,Chrome
2024-06-07,Australia,Sydney,955,843,1414,0.64,102,instagram,email,Tablet,Opera
2024-06-07,USA,Los Angeles,390,855,1928,0.61,134,direct,social,Mobile,Opera
2024-06-06,USA,Los Angeles,516,689,2194,0.4,218,google,referral,Tablet,Brave
2024-06-06,UK,London,358,416,1722,0.55,86,direct,referral,Desktop,Chrome
2024-06-06,USA,Los Angeles,321,630,1720,0.39,71,linkedin,cpc,Tablet,Safari
2024-06-06,Australia,Sydney,940,885,2699,0.41,124,google,social,Mobile,Firefox
2024-06-06,India,Mumbai,722,755,2981,0.6,165,instagram,email,Mobile,Edge
2024-06-06,Canada,Toronto,675,569,1757,0.31,135,tiktok,referral,Mobile,Chrome
2024-06-06,Germany,Berlin,305,548,1250,0.58,232,instagram,social,Tablet,Firefox
2024-06-06,Brazil,São Paulo,700,653,2222,0.34,117,instagram,social,Tablet,Opera
2024-06-06,Australia,Sydney,782,716,2390,0.62,104,linkedin,cpc,Desktop,Opera
2024-06-06,Canada,Toronto,633,300,1701,0.63,162,google,organic,Mobile,Edge
2024-06-05,France,Paris,893,565,1767,0.61,121,google,email,Desktop,Opera
2024-06-05,Brazil,São Paulo,814,877,1651,0.35,148,linkedin,organic,Mobile,Firefox
2024-06-05,Australia,Sydney,667,364,1374,0.31,255,instagram,email,Desktop,Firefox
2024-06-05,Germany,Berlin,600,609,1502,0.43,134,facebook,email,Tablet,Firefox
2024-06-05,Brazil,São Paulo,306,526,1610,0.51,248,tiktok,social,Mobile,Safari
2024-06-05,Germany,Berlin,481,292,2547,0.66,217,facebook,social,Tablet,Edge
2024-06-05,South Africa,Cape Town,901,440,2706,0.32,261,instagram,organic,Desktop,Brave
2024-06-05,France,Paris,555,776,2056,0.45,184,instagram,referral,Mobile,Brave
2024-06-05,USA,New York,661,731,1460,0.39,93,linkedin,referral,Mobile,Chrome
2024-06-05,Brazil,São Paulo,807,308,1462,0.56,121,tiktok,social,Desktop,Chrome
2024-06-04,USA,New York,868,439,1791,0.47,282,direct,social,Mobile,Edge
2024-06-04,UK,London,666,897,2449,0.51,131,linkedin,email,Tablet,Chrome
2024-06-04,Australia,Sydney,404,277,1636,0.42,101,instagram,email,Tablet,Chrome
2024-06-04,Brazil,São Paulo,305,269,1933,0.33,116,facebook,organic,Tablet,Brave
2024-06-04,France,Paris,612,552,2995,0.67,116,instagram,organic,Mobile,Edge
2024-06-04,France,Paris,498,808,2067,0.7,298,direct,organic,Tablet,Edge
2024-06-04,Germany,Berlin,871,520,1742,0.58,178,instagram,cpc,Mobile,Safari
2024-06-04,UK,London,386,354,2112,0.33,278,tiktok,social,Mobile,Chrome
2024-06-04,USA,Los Angeles,415,387,1288,0.42,62,instagram,cpc,Tablet,Safari
2024-06-04,UK,London,361,829,1892,0.35,84,direct,social,Tablet,Firefox
2024-06-03,Canada,Toronto,836,879,1470,0.39,61,instagram,social,Tablet,Chrome
2024-06-03,USA,New York,670,390,2316,0.58,283,direct,email,Desktop,Chrome
2024-06-03,France,Paris,409,506,2190,0.67,114,instagram,social,Tablet,Firefox
2024-06-03,UK,London,649,711,2815,0.42,219,instagram,cpc,Mobile,Edge
2024-06-03,UK,London,345,373,1334,0.64,201,facebook,social,Tablet,Chrome
2024-06-03,Australia,Sydney,794,711,1894,0.58,98,instagram,email,Mobile,Chrome
2024-06-03,Brazil,São Paulo,353,843,2913,0.38,140,facebook,cpc,Tablet,Chrome
2024-06-03,USA,Los Angeles,314,870,2873,0.54,263,tiktok,email,Mobile,Opera
2024-06-03,USA,New York,495,760,1684,0.47,242,linkedin,email,Tablet,Chrome
2024-06-03,UK,London,579,663,1190,0.65,144,tiktok,email,Desktop,Chrome
2024-06-02,USA,New York,788,851,2945,0.49,185,facebook,email,Tablet,Safari
2024-06-02,India,Mumbai,309,494,1971,0.56,271,facebook,cpc,Tablet,Brave
2024-06-02,South Africa,Cape Town,705,315,1508,0.39,124,email,organic,Mobile,Firefox
2024-06-02,Germany,Berlin,950,336,1865,0.3,122,email,email,Desktop,Opera
2024-06-02,Canada,Toronto,681,771,1159,0.33,149,tiktok,cpc,Desktop,Safari
2024-06-02,Australia,Sydney,355,346,1915,0.55,282,email,social,Mobile,Chrome
2024-06-02,Germany,Berlin,637,650,2755,0.62,104,instagram,email,Desktop,Safari
2024-06-02,UK,London,403,341,1342,0.46,201,instagram,cpc,Mobile,Opera
2024-06-02,Brazil,São Paulo,950,331,1714,0.58,170,tiktok,cpc,Tablet,Chrome
2024-06-02,India,Mumbai,708,349,2882,0.46,88,facebook,social,Tablet,Brave
2024-06-01,USA,Los Angeles,692,306,2356,0.62,141,direct,email,Mobile,Firefox
2024-06-01,USA,New York,921,815,2642,0.42,234,instagram,organic,Tablet,Opera
2024-06-01,Australia,Sydney,343,262,1585,0.41,180,email,social,Tablet,Chrome
2024-06-01,Germany,Berlin,484,278,2640,0.45,157,tiktok,social,Mobile,Opera
2024-06-01,USA,New York,893,276,2903,0.59,279,tiktok,email,Mobile,Brave
2024-06-01,France,Paris,992,791,2330,0.65,271,direct,email,Mobile,Firefox
2024-06-01,India,Mumbai,326,502,1065,0.47,121,facebook,cpc,Mobile,Opera
2024-06-01,India,Mumbai,515,893,1847,0.66,162,google,social,Tablet,Safari
2024-06-01,USA,New York,449,708,1757,0.53,158,email,referral,Tablet,Firefox
2024-06-01,South Africa,Cape Town,591,760,2452,0.51,297,instagram,organic,Desktop,Chrome
2024-05-31,USA,Los Angeles,979,255,2404,0.36,178,linkedin,social,Tablet,Edge
2024-05-31,India,Mumbai,617,455,2410,0.58,232,instagram,organic,Desktop,Safari
2024-05-31,UK,London,987,645,2651,0.52,266,instagram,social,Desktop,Opera
2024-05-31,USA,Los Angeles,465,333,1230,0.42,64,instagram,organic,Mobile,Opera
2024-05-31,Canada,Toronto,926,860,2843,0.52,176,direct,organic,Desktop,Edge
2024-05-31,USA,New York,715,519,1609,0.37,63,direct,email,Tablet,Firefox
2024-05-31,USA,Los Angeles,631,799,1374,0.59,101,tiktok,referral,Desktop,Brave
2024-05-31,South Africa,Cape Town,506,539,1600,0.35,272,google,email,Tablet,Firefox
2024-05-31,Brazil,São Paulo,743,478,2751,0.6,112,facebook,organic,Desktop,Firefox
2024-05-31,India,Mumbai,323,251,1820,0.64,290,linkedin,social,Tablet,Brave
2024-05-30,USA,New York,675,734,2211,0.36,201,direct,cpc,Tablet,Brave
2024-05-30,USA,New York,488,605,1325,0.6,178,instagram,organic,Tablet,Edge
2024-05-30,Brazil,São Paulo,756,733,1304,0.62,300,google,cpc,Desktop,Brave
2024-05-30,USA,Los Angeles,792,357,2771,0.51,249,email,cpc,Tablet,Opera
2024-05-30,South Africa,Cape Town,874,745,1996,0.36,160,direct,social,Mobile,Safari
2024-05-30,Brazil,São Paulo,867,356,1878,0.48,174,email,referral,Mobile,Opera
2024-05-30,France,Paris,848,297,1912,0.61,71,tiktok,organic,Desktop,Brave
2024-05-30,South Africa,Cape Town,750,658,2343,0.62,252,instagram,social,Mobile,Edge
2024-05-30,UK,London,422,473,2672,0.58,138,instagram,social,Desktop,Firefox
2024-05-30,USA,Los Angeles,803,411,1454,0.52,280,linkedin,referral,Desktop,Firefox
2024-05-29,UK,London,831,478,2911,0.58,62,facebook,email,Tablet,Brave
2024-05-29,France,Paris,742,352,2631,0.62,196,facebook,organic,Mobile,Chrome
2024-05-29,India,Mumbai,364,451,2292,0.37,242,direct,email,Mobile,Firefox
2024-05-29,USA,New York,485,423,1590,0.31,184,google,social,Tablet,Opera
2024-05-29,Brazil,São Paulo,847,730,1116,0.45,141,linkedin,referral,Desktop,Firefox
2024-05-29,Canada,Toronto,866,599,1387,0.38,273,facebook,cpc,Mobile,Edge
2024-05-29,France,Paris,584,631,2270,0.44,139,tiktok,cpc,Desktop,Chrome
2024-05-29,France,Paris,489,724,1333,0.45,261,linkedin,referral,Tablet,Brave
2024-05-29,India,Mumbai,506,277,1193,0.62,95,instagram,social,Desktop,Opera
2024-05-29,UK,London,810,792,1291,0.64,168,tiktok,email,Mobile,Firefox
2024-05-28,Canada,Toronto,755,393,1157,0.42,170,facebook,email,Tablet,Safari
2024-05-28,Brazil,São Paulo,875,614,1701,0.58,218,facebook,social,Mobile,Chrome
2024-05-28,Australia,Sydney,638,442,1317,0.68,70,direct,social,Mobile,Safari
2024-05-28,Brazil,São Paulo,869,395,1122,0.69,236,facebook,cpc,Mobile,Opera
2024-05-28,South Africa,Cape Town,705,320,1853,0.39,190,linkedin,email,Desktop,Chrome
2024-05-28,France,Paris,522,354,2302,0.42,288,email,email,Mobile,Brave
2024-05-28,USA,New York,690,651,1086,0.37,254,email,referral,Desktop,Edge
2024-05-28,UK,London,984,714,1034,0.58,90,linkedin,referral,Desktop,Brave
2024-05-28,UK,London,912,595,2692,0.42,277,tiktok,organic,Desktop,Opera
2024-05-28,Germany,Berlin,906,762,2463,0.53,181,instagram,social,Desktop,Chrome
2024-05-27,France,Paris,429,380,2664,0.68,168,direct,referral,Tablet,Opera
2024-05-27,USA,New York,779,881,1175,0.42,75,google,social,Tablet,Edge
2024-05-27,USA,New York,798,453,1522,0.56,67,direct,email,Tablet,Firefox
2024-05-27,Australia,Sydney,506,318,2004,0.62,295,email,social,Mobile,Chrome
2024-05-27,Brazil,São Paulo,353,518,2054,0.46,165,instagram,cpc,Tablet,Edge
2024-05-27,USA,Los Angeles,739,572,2643,0.48,254,instagram,organic,Tablet,Firefox
2024-05-27,South Africa,Cape Town,399,825,2608,0.41,123,google,referral,Tablet,Firefox
2024-05-27,Canada,Toronto,304,404,1399,0.6,248,email,organic,Mobile,Edge
2024-05-27,USA,Los Angeles,596,860,1728,0.45,95,email,social,Mobile,Safari
2024-05-27,UK,London,464,596,2875,0.51,88,instagram,social,Tablet,Brave
2024-05-26,Australia,Sydney,432,845,1148,0.59,201,email,cpc,Tablet,Edge
2024-05-26,France,Paris,683,380,1819,0.42,119,linkedin,social,Mobile,Firefox
2024-05-26,USA,New York,672,858,1445,0.41,235,google,organic,Desktop,Safari
2024-05-26,India,Mumbai,782,451,1390,0.37,95,tiktok,referral,Desktop,Safari
2024-05-26,USA,New York,757,332,1338,0.61,126,tiktok,cpc,Tablet,Opera
2024-05-26,USA,New York,358,578,1917,0.34,217,google,social,Mobile,Edge
2024-05-26,India,Mumbai,787,671,2815,0.46,208,email,email,Tablet,Chrome
2024-05-26,India,Mumbai,354,754,1034,0.35,85,direct,organic,Desktop,Firefox
2024-05-26,Brazil,São Paulo,370,843,2548,0.45,270,tiktok,organic,Mobile,Safari
2024-05-26,Brazil,São Paulo,879,782,2667,0.67,75,facebook,social,Tablet,Safari
2024-05-25,UK,London,610,566,1726,0.44,186,facebook,email,Tablet,Opera
2024-05-25,Germany,Berlin,788,402,1285,0.36,249,direct,referral,Mobile,Edge
2024-05-25,Germany,Berlin,330,659,1712,0.59,117,linkedin,email,Tablet,Safari
2024-05-25,USA,Los Angeles,636,583,2946,0.5,136,linkedin,social,Tablet,Brave
2024-05-25,USA,Los Angeles,875,819,1033,0.32,276,facebook,social,Tablet,Firefox
2024-05-25,Australia,Sydney,589,691,1602,0.33,279,linkedin,cpc,Desktop,Edge
2024-05-25,India,Mumbai,369,560,2820,0.3,101,tiktok,email,Tablet,Edge
2024-05-25,Australia,Sydney,671,484,1259,0.64,235,tiktok,email,Mobile,Firefox
2024-05-25,USA,New York,902,259,1122,0.41,70,google,organic,Tablet,Safari
2024-05-25,France,Paris,579,428,2777,0.31,216,tiktok,cpc,Desktop,Firefox
2024-05-24,India,Mumbai,740,267,2381,0.56,127,google,organic,Mobile,Brave
2024-05-24,France,Paris,660,674,1364,0.68,91,facebook,email,Mobile,Edge
2024-05-24,Australia,Sydney,414,716,1945,0.32,198,linkedin,organic,Desktop,Brave
2024-05-24,India,Mumbai,363,272,2986,0.5,112,facebook,cpc,Tablet,Edge
2024-05-24,USA,Los Angeles,999,262,1787,0.6,93,direct,cpc,Mobile,Edge
2024-05-24,Canada,Toronto,990,889,2111,0.54,191,email,organic,Desktop,Brave
2024-05-24,USA,Los Angeles,664,655,1667,0.55,150,facebook,email,Mobile,Edge
2024-05-24,India,Mumbai,328,891,2071,0.5,149,email,email,Tablet,Safari
2024-05-24,South Africa,Cape Town,902,447,1862,0.57,165,facebook,referral,Tablet,Brave
2024-05-24,Canada,Toronto,762,614,2528,0.49,69,instagram,organic,Mobile,Brave
2024-05-23,USA,Los Angeles,878,853,2783,0.6,217,tiktok,organic,Desktop,Opera
2024-05-23,India,Mumbai,408,655,2538,0.43,197,linkedin,referral,Desktop,Safari
2024-05-23,Germany,Berlin,895,361,1406,0.53,103,email,organic,Mobile,Opera
2024-05-23,Canada,Toronto,548,308,1800,0.42,98,instagram,cpc,Tablet,Edge
2024-05-23,USA,Los Angeles,360,829,2596,0.45,85,google,referral,Tablet,Brave
2024-05-23,France,Paris,988,727,2021,0.61,201,linkedin,referral,Desktop,Brave
2024-05-23,South Africa,Cape Town,408,545,2693,0.47,138,email,email,Mobile,Chrome
2024-05-23,UK,London,342,471,2413,0.41,283,facebook,social,Tablet,Chrome
2024-05-23,Germany,Berlin,589,824,2688,0.57,223,email,cpc,Mobile,Brave
2024-05-23,Brazil,São Paulo,712,526,1927,0.38,187,linkedin,organic,Tablet,Edge
2024-05-22,USA,New York,823,480,2001,0.65,290,tiktok,social,Desktop,Edge
2024-05-22,USA,New York,974,387,1460,0.37,97,instagram,organic,Tablet,Firefox
2024-05-22,USA,Los Angeles,716,442,1067,0.62,220,google,organic,Tablet,Brave
2024-05-22,India,Mumbai,886,773,2943,0.62,269,email,referral,Mobile,Edge
2024-05-22,India,Mumbai,930,251,1704,0.5,154,instagram,referral,Mobile,Safari
2024-05-22,France,Paris,402,268,1556,0.33,267,instagram,referral,Mobile,Firefox
2024-05-22,USA,Los Angeles,617,352,1618,0.39,143,direct,cpc,Tablet,Brave
2024-05-22,Australia,Sydney,567,473,2754,0.54,63,google,referral,Tablet,Brave
2024-05-22,Germany,Berlin,901,499,1513,0.51,197,google,cpc,Mobile,Edge
2024-05-22,South Africa,Cape Town,861,347,2122,0.6,139,email,email,Tablet,Safari
2024-05-21,Germany,Berlin,845,312,1911,0.5,80,linkedin,referral,Mobile,Brave
2024-05-21,Australia,Sydney,414,391,1510,0.62,278,email,referral,Desktop,Opera
2024-05-21,USA,Los Angeles,881,406,2918,0.48,170,linkedin,social,Desktop,Opera
2024-05-21,Germany,Berlin,895,756,2039,0.59,137,linkedin,social,Desktop,Chrome
2024-05-21,USA,Los Angeles,558,619,2802,0.54,299,email,social,Tablet,Safari
2024-05-21,USA,New York,830,465,1691,0.38,291,google,email,Desktop,Brave
2024-05-21,France,Paris,530,799,2995,0.35,169,direct,organic,Desktop,Opera
2024-05-21,USA,Los Angeles,652,304,1401,0.51,212,email,social,Mobile,Opera
2024-05-21,India,Mumbai,772,503,1186,0.52,130,direct,organic,Tablet,Opera
2024-05-21,Australia,Sydney,311,328,1224,0.64,128,tiktok,email,Mobile,Brave
2024-05-20,Brazil,São Paulo,791,449,2232,0.66,94,linkedin,email,Mobile,Brave
2024-05-20,South Africa,Cape Town,951,801,2216,0.63,250,google,email,Tablet,Safari
2024-05-20,UK,London,921,394,1757,0.68,249,google,social,Desktop,Edge
2024-05-20,India,Mumbai,770,354,1431,0.43,245,facebook,referral,Tablet,Chrome
2024-05-20,USA,New York,335,462,1057,0.3,174,instagram,cpc,Desktop,Opera
2024-05-20,Germany,Berlin,855,361,1614,0.3,122,facebook,referral,Tablet,Brave
2024-05-20,Germany,Berlin,315,845,2980,0.31,61,tiktok,organic,Mobile,Chrome
2024-05-20,UK,London,526,842,2893,0.51,213,email,social,Mobile,Safari
2024-05-20,Germany,Berlin,763,559,1311,0.5,284,linkedin,email,Desktop,Firefox
2024-05-20,USA,New York,988,838,2512,0.51,62,google,organic,Tablet,Edge
